,user_id,cart_time,checkout_time
140,8b79f258-4799-4d5b-8080-72990ecfed74,2017-05-21 22:17:00,2017-05-21 22:22:00
141,0ae3bec2-a3b2-4803-9a00-7aa64ebb27f9,2017-03-13 13:09:00,2017-03-13 13:37:00
142,89b42aab-f48a-48ae-9306-dcdca03810f5,2017-01-24 02:47:00,2017-01-24 03:13:00
143,89b42aab-f48a-48ae-9306-dcdca03810f5,2017-01-24 02:47:00,2017-01-24 03:06:00
144,12431684-c5ef-4d88-8a91-7ed890099837,2017-01-16 13:49:00,2017-01-16 14:06:00
145,a72842dd-7eaa-4063-95e9-cbe5c4a174a7,2017-03-10 13:32:00,2017-03-10 13:39:00
146,27ba6c14-5fc4-4c8d-ad75-da24016aa0f5,2017-05-01 07:37:00,2017-05-01 07:25:00
147,27ba6c14-5fc4-4c8d-ad75-da24016aa0f5,2017-05-01 07:37:00,2017-05-01 08:00:00
148,f9ccebbf-37e6-408c-881d-b10b10704d78,2017-03-07 21:34:00,2017-03-07 21:50:00
149,dfccec66-6243-4a97-b7aa-34d637b70d20,2017-09-04 02:46:00,2017-09-04 02:53:00
150,f84d6a17-dad9-4820-967c-d1ee33f1cd17,2017-04-23 19:27:00,2017-04-23 19:28:00
151,f84d6a17-dad9-4820-967c-d1ee33f1cd17,2017-04-23 19:27:00,2017-04-23 19:19:00
152,f84d6a17-dad9-4820-967c-d1ee33f1cd17,2017-04-23 19:27:00,2017-04-23 19:15:00
153,0182a7b9-2099-4476-8f7d-51f2c2f71dff,2017-09-08 16:37:00,2017-09-08 16:59:00
154,0182a7b9-2099-4476-8f7d-51f2c2f71dff,2017-09-08 16:37:00,2017-09-08 16:56:00
155,a25aad6a-55af-4ddc-92d1-e8c58f855329,2017-01-05 19:44:00,2017-01-05 20:07:00
156,a25aad6a-55af-4ddc-92d1-e8c58f855329,2017-01-05 19:44:00,2017-01-05 20:12:00
157,0422fe65-50f1-4ae2-8454-0b0c8f78a555,2017-05-02 02:22:00,
158,b4d034f2-8fc8-44bf-be89-02695657449d,2017-08-23 22:19:00,2017-08-23 22:42:00
159,18087d01-6487-43c2-81d1-b7063293eb7a,2017-02-26 11:30:00,
160,e5b6de71-469c-4c42-a626-fa0ca0a6e284,2017-01-26 21:42:00,2017-01-26 22:13:00
161,e5b6de71-469c-4c42-a626-fa0ca0a6e284,2017-01-26 21:42:00,2017-01-26 22:03:00
162,1f2eb2e0-7afe-4ebd-acc4-9534d6ad9eed,2017-11-21 18:13:00,
163,14b89695-aa38-4ffa-870f-1a3471c39eaf,2017-09-27 09:20:00,2017-09-27 09:43:00
164,14b89695-aa38-4ffa-870f-1a3471c39eaf,2017-09-27 09:20:00,2017-09-27 09:34:00
165,14b89695-aa38-4ffa-870f-1a3471c39eaf,2017-09-27 09:20:00,2017-09-27 09:28:00
166,c5df9d63-ef9a-4dad-ad29-e0af5caa420f,2017-03-09 18:56:00,
167,2ea228f2-cc41-445a-93ad-bbfe65c73138,2017-02-06 22:35:00,
168,a216e89c-855a-4979-8aaf-592b35e7c6e1,2017-08-17 19:36:00,2017-08-17 19:49:00
169,a216e89c-855a-4979-8aaf-592b35e7c6e1,2017-08-17 19:36:00,2017-08-17 19:42:00
170,9ac18e2b-328f-4f6a-ad92-c42c9c44a4c2,2017-03-22 07:37:00,2017-03-22 07:44:00
171,9ac18e2b-328f-4f6a-ad92-c42c9c44a4c2,2017-03-22 07:37:00,2017-03-22 08:05:00
172,9ac18e2b-328f-4f6a-ad92-c42c9c44a4c2,2017-03-22 07:37:00,2017-03-22 07:45:00
173,8b4dc24b-21be-4ed1-b82c-1279827d76f0,2017-04-10 06:47:00,2017-04-10 06:47:00
174,0b4f8bd2-d346-4cca-aec0-d6333abe9c56,2017-03-19 05:26:00,
175,e15138c2-5bbf-437a-ad25-3fbe4eba3aef,2017-09-10 13:58:00,
176,f13513db-1fd1-4794-a352-07aa89029f7f,2017-04-26 23:43:00,2017-04-26 23:49:00
177,f13513db-1fd1-4794-a352-07aa89029f7f,2017-04-26 23:43:00,2017-04-26 23:51:00
178,f13513db-1fd1-4794-a352-07aa89029f7f,2017-04-26 23:43:00,2017-04-26 23:53:00
179,e5b6de71-469c-4c42-a626-fa0ca0a6e284,2017-01-26 21:46:00,2017-01-26 22:13:00
180,e5b6de71-469c-4c42-a626-fa0ca0a6e284,2017-01-26 21:46:00,2017-01-26 22:03:00
181,c378acc0-1f71-4290-ac28-dd0be1ed86ec,2017-01-13 23:21:00,2017-01-13 23:31:00
182,c378acc0-1f71-4290-ac28-dd0be1ed86ec,2017-01-13 23:21:00,2017-01-13 23:50:00
183,c378acc0-1f71-4290-ac28-dd0be1ed86ec,2017-01-13 23:21:00,2017-01-13 23:22:00
184,dfd4b488-83e3-45d8-9b49-e7b60163f183,2017-10-18 09:25:00,
185,486480e2-98c3-4d51-8f4b-b1c07228ce84,2017-01-27 16:44:00,2017-01-27 17:10:00
186,26d881a2-63b1-4a5a-96d8-25c850d5bf4e,2017-06-01 20:12:00,
187,ee0c6b27-6763-4509-bf2c-07b8f2ec6d4c,2017-06-21 10:55:00,2017-06-21 10:55:00
188,aa06c7c7-77c8-48a1-9232-5212fa16025b,2017-07-14 02:32:00,2017-07-14 02:32:00
189,ba011b1d-6cc5-4147-ae8a-1722a1f5c27c,2017-10-24 08:23:00,2017-10-24 08:32:00
190,2bf1a73f-24b2-4b7d-bed1-ca1fc0dd41bc,2017-05-21 07:53:00,
191,7d1ea33f-28e9-488a-a569-865f70ed086f,2017-10-06 05:44:00,2017-10-06 06:03:00
192,e743addf-738a-4aa0-8dc6-c849c6e50d79,2017-01-12 12:41:00,2017-01-12 12:47:00
193,e743addf-738a-4aa0-8dc6-c849c6e50d79,2017-01-12 12:41:00,2017-01-12 12:48:00
194,9d3b0799-81f5-43aa-a087-e0e4aba38f3e,2017-07-25 21:38:00,
195,2aa0c50a-8132-47e3-a8ea-7405bfa373ce,2017-02-17 08:32:00,
196,71b4f163-b6d1-4dbc-9abd-304462ec4be5,2017-08-21 22:26:00,2017-08-21 22:33:00
197,41b899aa-afb4-4a3a-9c82-647abcb69323,2017-11-01 06:13:00,2017-11-01 06:17:00
198,ec7233f0-29e6-43a8-a5c1-260b9c754200,2017-05-12 09:15:00,2017-05-12 09:20:00
199,ec7233f0-29e6-43a8-a5c1-260b9c754200,2017-05-12 09:15:00,2017-05-12 09:17:00
200,89d2234e-5097-47de-a582-7a1becb1a591,2017-04-25 10:27:00,2017-04-25 11:01:00
201,ec7233f0-29e6-43a8-a5c1-260b9c754200,2017-05-12 09:14:00,2017-05-12 09:20:00
202,ec7233f0-29e6-43a8-a5c1-260b9c754200,2017-05-12 09:14:00,2017-05-12 09:17:00
203,8fac45c9-8d29-45e0-a07e-c892ca19387a,2017-04-02 03:33:00,2017-04-02 03:42:00
204,8fac45c9-8d29-45e0-a07e-c892ca19387a,2017-04-02 03:33:00,2017-04-02 03:43:00
205,8fac45c9-8d29-45e0-a07e-c892ca19387a,2017-04-02 03:33:00,2017-04-02 03:37:00
206,8fac45c9-8d29-45e0-a07e-c892ca19387a,2017-04-02 03:33:00,2017-04-02 03:46:00
207,4647021f-a732-4343-b2fe-88c74106c076,2017-05-23 16:00:00,2017-05-23 16:02:00
208,a8bcf51c-eef0-43fa-93e1-4aba30689d67,2017-03-18 08:22:00,
209,079a26c7-e8e8-4ac5-bd92-1ec65edb1830,2017-03-08 08:45:00,2017-03-08 08:47:00
210,b2c74c72-f47f-4031-a0c2-49149104881d,2017-11-17 07:53:00,2017-11-17 08:19:00
211,a891bf43-8154-41bc-a18c-45d427d33755,2017-07-01 08:22:00,2017-07-01 08:49:00
212,70688015-a755-4b8a-a963-3528d85c8048,2017-09-24 07:35:00,2017-09-24 08:03:00
213,70688015-a755-4b8a-a963-3528d85c8048,2017-09-24 07:35:00,2017-09-24 07:45:00
214,bba7aa6f-3229-42d6-8b76-e502355ca6a2,2017-07-09 22:56:00,2017-07-09 23:15:00
215,7fea2938-0d8e-4dd0-bc0c-1e52431aa1f7,2017-03-22 13:51:00,
216,fd283399-3696-4de3-a6cc-b7d1bfd63a7e,2017-10-02 08:04:00,
217,e4bdd29c-ee96-4d1e-936e-4aac5995c6f7,2017-06-07 02:50:00,
218,8c823403-dfc1-47b6-9d9f-99540fd233b2,2017-08-15 18:08:00,
219,4ac186f0-9954-4fea-8a27-c081e428e34e,2017-04-07 19:57:00,2017-04-07 20:11:00
220,27ba6c14-5fc4-4c8d-ad75-da24016aa0f5,2017-05-01 07:24:00,2017-05-01 07:25:00
221,27ba6c14-5fc4-4c8d-ad75-da24016aa0f5,2017-05-01 07:24:00,2017-05-01 08:00:00
222,64d813d9-4b75-42f5-a651-45650cc29cb2,2017-07-22 08:42:00,2017-07-22 08:45:00
223,6d11f38d-03f5-486e-a62d-e05a2e39786b,2017-09-15 16:30:00,
224,562e5768-efc8-4185-abf6-d4b8393a6aed,2017-01-12 00:09:00,2017-01-12 00:22:00
225,562e5768-efc8-4185-abf6-d4b8393a6aed,2017-01-12 00:09:00,2017-01-12 00:37:00
226,e66fa79c-257d-4d64-bb96-73dfa8de5c78,2017-06-26 03:51:00,2017-06-26 04:04:00
227,e66fa79c-257d-4d64-bb96-73dfa8de5c78,2017-06-26 03:51:00,2017-06-26 03:51:00
228,93953de2-ed53-462e-8625-2af18beb29d4,2017-03-17 08:01:00,
229,edbf7cfd-8c35-406d-b2eb-797cf22fae22,2017-06-07 16:19:00,
230,e420bb8d-b24f-48b9-999e-74ca8c1ff2ef,2017-11-23 01:49:00,
231,6f7934ec-bc34-4752-a2f1-96409b38072b,2017-01-05 18:55:00,2017-01-05 19:12:00
232,0c3a3dd0-fb64-4eac-bf84-ba069ce409f2,2017-01-26 14:44:00,2017-01-26 14:54:00
233,e2258124-8877-469b-9c5e-ace789062f24,2017-04-24 15:34:00,2017-04-24 15:36:00
234,e2258124-8877-469b-9c5e-ace789062f24,2017-04-24 15:34:00,2017-04-24 15:55:00
235,e2258124-8877-469b-9c5e-ace789062f24,2017-04-24 15:34:00,2017-04-24 15:40:00
236,1f2a7827-b4c1-454c-98e6-8dfe094de97f,2017-08-03 06:25:00,2017-08-03 06:51:00
237,1f2a7827-b4c1-454c-98e6-8dfe094de97f,2017-08-03 06:25:00,2017-08-03 06:35:00
238,745fc80f-455a-4558-8f27-452b983dde08,2017-07-13 04:36:00,2017-07-13 04:40:00
239,745fc80f-455a-4558-8f27-452b983dde08,2017-07-13 04:36:00,2017-07-13 04:36:00
240,745fc80f-455a-4558-8f27-452b983dde08,2017-07-13 04:36:00,2017-07-13 04:39:00
241,824e411f-c5bc-4be3-babd-a7f4e2ed5468,2017-10-01 20:08:00,
242,f303d08a-f959-408f-aee1-18a32f925c88,2017-05-26 21:52:00,2017-05-26 22:14:00
243,8f8efb29-7fa9-4396-8548-c004d07c921d,2017-02-16 07:29:00,
244,df3043a9-e4ff-480e-9493-bfcc13435524,2017-10-16 14:38:00,
245,e4d2c9c2-d858-4eac-8e3e-e3f5bd4112bc,2017-01-26 11:35:00,
246,67ceea25-b745-44c8-94b0-5339c97bec42,2017-06-21 10:24:00,2017-06-21 10:26:00
247,e0f1c7fb-3831-407e-a549-d34bf1964ecd,2017-09-06 16:24:00,
248,331ee92c-4756-4e09-933c-c10a7b03e228,2017-03-03 03:28:00,
249,a68e1d3d-92b1-43c8-980c-bcbf4fe9f042,2017-08-02 13:15:00,
250,5a9bebf9-6eb0-44a4-bbd9-c8ed3a50fe5b,2017-10-04 22:55:00,2017-10-04 23:06:00
251,acf9dc4e-eeb3-4c10-b0e1-b16f2d1a967d,2017-08-15 23:20:00,2017-08-15 23:38:00
252,acf9dc4e-eeb3-4c10-b0e1-b16f2d1a967d,2017-08-15 23:20:00,2017-08-15 23:31:00
253,3327f8fb-c5a0-421e-a0d1-fb619b79ab45,2017-08-17 04:13:00,2017-08-17 04:20:00
254,3327f8fb-c5a0-421e-a0d1-fb619b79ab45,2017-08-17 04:13:00,2017-08-17 04:13:00
255,a98278b8-521d-4093-9aae-978d3b9dcd3b,2017-04-20 14:49:00,2017-04-20 14:55:00
256,8870e238-cf89-4bb1-b0e0-35773e1d651e,2017-06-12 22:39:00,
257,9b069f6e-f1ac-4c96-923c-abdd7fdea204,2017-01-11 18:10:00,2017-01-11 18:35:00
258,3f9fe2d1-f82d-455c-ac79-4c1a1dd57d6d,2017-10-17 11:22:00,2017-10-17 11:32:00
259,538c9201-3126-4cff-b132-33b704142c59,2017-01-25 02:27:00,
260,3ccdaf69-2d30-40de-b083-51372881aedd,2017-01-08 20:49:00,2017-01-08 20:52:00
261,3ccdaf69-2d30-40de-b083-51372881aedd,2017-01-08 20:49:00,2017-01-08 20:52:00
262,12d106df-5f24-4a1c-82a6-f1f513dbedd5,2017-04-26 12:03:00,
263,c2e00288-c922-4243-bf79-150b4fee40a6,2017-06-02 18:00:00,2017-06-02 18:02:00
